02912	28806023	com	Open COM3 @ 115200 baud Ctrl-X (UsbSerial)
08121	29451032	tx	[3F]
08122	29451038	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
08123	29451282	tx	[3F]
08124	29451288	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
08125	29451532	tx	[3F]
08126	29451538	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
08127	29451784	tx	[3F]
08128	29451791	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0|WCO:0.000,0.000,0.000>\r
08129	29452034	tx	[3F]
08130	29452041	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0|Ov:100,100,100>\r
08131	29452291	tx	[3F]
08132	29452297	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
08133	29452532	tx	[3F]
08134	29452538	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
08135	29452783	tx	[3F]
08136	29452788	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
08137	29453033	tx	[3F]
08138	29453038	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
08139	29453282	tx	[3F]
08140	29453288	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
08141	29453533	tx	[3F]
08142	29453539	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
08143	29453783	tx	[3F]
08144	29453790	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
08145	29454033	tx	[3F]
08146	29454039	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
08147	29454282	tx	[3F]
08148	29454291	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0|WCO:0.000,0.000,0.000>\r
08149	29454532	tx	[3F]
08150	29454539	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0|Ov:100,100,100>\r
08151	29454795	tx	[3F]
08152	29454801	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
08153	29455041	tx	[3F]
08154	29455047	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
08155	29455282	tx	[3F]
08156	29455288	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
08157	29455533	tx	[3F]
08158	29455538	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
08159	29455818	tx	[3F]
08160	29455829	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
08161	29456032	tx	[3F]
08162	29456038	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
08163	29456283	tx	[3F]
08164	29456302	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
08165	29456532	tx	[3F]
08166	29456537	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
08167	29456790	tx	[3F]
08168	29456812	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0|WCO:0.000,0.000,0.000>\r
08169	29457033	tx	[3F]
08170	29457040	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0|Ov:100,100,100>\r
08171	29457282	tx	[3F]
08172	29457288	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
08173	29457534	tx	[3F]
08174	29457579	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
08175	29457782	tx	[3F]
08176	29457789	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
08177	29458034	tx	[3F]
08178	29458040	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
08179	29458282	tx	[3F]
08180	29458287	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
08181	29458532	tx	[3F]
08182	29458538	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
08183	29458782	tx	[3F]
08184	29458788	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
08185	29459033	tx	[3F]
08186	29459039	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
08187	29459282	tx	[3F]
08188	29459291	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0|WCO:0.000,0.000,0.000>\r
08189	29459533	tx	[3F]
08190	29459540	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0|Ov:100,100,100>\r
08191	29459782	tx	[3F]
08192	29459792	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
08193	29460033	tx	[3F]
08194	29460040	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
08195	29460282	tx	[3F]
08196	29460289	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
08197	29460538	tx	[3F]
08198	29460544	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
08199	29460783	tx	[3F]
08200	29460789	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
08201	29461036	tx	[3F]
08202	29461045	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
08203	29461283	tx	[3F]
08204	29461289	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
08205	29461533	tx	[3F]
08206	29461539	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
08207	29461786	tx	[3F]
08208	29461794	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0|WCO:0.000,0.000,0.000>\r
08209	29462033	tx	[3F]
08210	29462040	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0|Ov:100,100,100>\r
08211	29462286	tx	[3F]
08212	29462295	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
08213	29462533	tx	[3F]
08214	29462539	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
08215	29462804	tx	[3F]
08216	29462825	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
08217	29463033	tx	[3F]
08218	29463040	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
08219	29463283	tx	[3F]
08220	29463290	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
08221	29463534	tx	[3F]
08222	29463539	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
08223	29463818	tx	[3F]
08224	29463824	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
08225	29464032	tx	[3F]
08226	29464037	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
08227	29464282	tx	[3F]
08228	29464289	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0|WCO:0.000,0.000,0.000>\r
08229	29464533	tx	[3F]
08230	29464540	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0|Ov:100,100,100>\r
08231	29464783	tx	[3F]
08232	29464789	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
08233	29465032	tx	[3F]
08234	29465038	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
08235	29465282	tx	[3F]
08236	29465288	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
08237	29465533	tx	[3F]
08238	29465539	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
08239	29465782	tx	[3F]
08240	29465788	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
08241	29466032	tx	[3F]
08242	29466038	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
08243	29466282	tx	[3F]
08244	29466288	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
08245	29466533	tx	[3F]
08246	29466539	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
08247	29466782	tx	[3F]
08248	29466790	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0|WCO:0.000,0.000,0.000>\r
08249	29467033	tx	[3F]
08250	29467040	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0|Ov:100,100,100>\r
08251	29467282	tx	[3F]
08252	29467288	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
08253	29467533	tx	[3F]
08254	29467539	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
08255	29467783	tx	[3F]
08256	29467789	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
08257	29468033	tx	[3F]
08258	29468039	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
08259	29468282	tx	[3F]
08260	29468287	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
08261	29468533	tx	[3F]
08262	29468538	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
08263	29468782	tx	[3F]
08264	29468787	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
08265	29469033	tx	[3F]
08266	29469038	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
08267	29469282	tx	[3F]
08268	29469290	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0|WCO:0.000,0.000,0.000>\r
08269	29469532	tx	[3F]
08270	29469539	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0|Ov:100,100,100>\r
08271	29469783	tx	[3F]
08272	29469788	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
08273	29470034	tx	[3F]
08274	29470039	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
08275	29470282	tx	[3F]
08276	29470287	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
08277	29470533	tx	[3F]
08278	29470538	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
08279	29470783	tx	[3F]
08280	29470788	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
08281	29471033	tx	[3F]
08282	29471038	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
08283	29471283	tx	[3F]
08284	29471288	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
08285	29471533	tx	[3F]
08286	29471539	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
08287	29471783	tx	[3F]
08288	29471791	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0|WCO:0.000,0.000,0.000>\r
08289	29472032	tx	[3F]
08290	29472039	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0|Ov:100,100,100>\r
08291	29472282	tx	[3F]
08292	29472287	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
08293	29472532	tx	[3F]
08294	29472537	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
08295	29472782	tx	[3F]
08296	29472787	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
08297	29473034	tx	[3F]
08298	29473039	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
08299	29473283	tx	[3F]
08300	29473289	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
08301	29473532	tx	[3F]
08302	29473538	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
08303	29473783	tx	[3F]
08304	29473788	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
08305	29474032	tx	[3F]
08306	29474037	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
08307	29474282	tx	[3F]
08308	29474289	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0|WCO:0.000,0.000,0.000>\r
08309	29474533	tx	[3F]
08310	29474540	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0|Ov:100,100,100>\r
08311	29474783	tx	[3F]
08312	29474788	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
08313	29475032	tx	[3F]
08314	29475039	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
08315	29475282	tx	[3F]
08316	29475287	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
08317	29475546	tx	[3F]
08318	29475568	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
08319	29475782	tx	[3F]
08320	29475788	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
08321	29476043	tx	[3F]
08322	29476065	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
08323	29476282	tx	[3F]
08324	29476288	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
08325	29476533	tx	[3F]
08326	29476539	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
08327	29476784	tx	[3F]
08328	29476791	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0|WCO:0.000,0.000,0.000>\r
08329	29477032	tx	[3F]
08330	29477039	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0|Ov:100,100,100>\r
08331	29477282	tx	[3F]
08332	29477287	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
08333	29477533	tx	[3F]
08334	29477539	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
08335	29477782	tx	[3F]
08336	29477787	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
08337	29478032	tx	[3F]
08338	29478038	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
08339	29478282	tx	[3F]
08340	29478288	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
08341	29478532	tx	[3F]
08342	29478538	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
08343	29478782	tx	[3F]
08344	29478787	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
08345	29479033	tx	[3F]
08346	29479038	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
08347	29479283	tx	[3F]
08348	29479290	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0|WCO:0.000,0.000,0.000>\r
08349	29479533	tx	[3F]
08350	29479540	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0|Ov:100,100,100>\r
08351	29479783	tx	[3F]
08352	29479788	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
08353	29480033	tx	[3F]
08354	29480038	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
08355	29480282	tx	[3F]
08356	29480287	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
08357	29480532	tx	[3F]
08358	29480537	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
08359	29480782	tx	[3F]
08360	29480789	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
08361	29481032	tx	[3F]
08362	29481038	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
08363	29481282	tx	[3F]
08364	29481287	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
08365	29481534	tx	[3F]
08366	29481539	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
08367	29481782	tx	[3F]
08368	29481789	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0|WCO:0.000,0.000,0.000>\r
08369	29482032	tx	[3F]
08370	29482039	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0|Ov:100,100,100>\r
08371	29482284	tx	[3F]
08372	29482289	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
08373	29482532	tx	[3F]
08374	29482538	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
08375	29482782	tx	[3F]
08376	29482788	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
08377	29483032	tx	[3F]
08378	29483037	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
08379	29483283	tx	[3F]
08380	29483288	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
08381	29483532	tx	[3F]
08382	29483537	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
08383	29483782	tx	[3F]
08384	29483789	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
08385	29484032	tx	[3F]
08386	29484037	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
08387	29484282	tx	[3F]
08388	29484290	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0|WCO:0.000,0.000,0.000>\r
08389	29484533	tx	[3F]
08390	29484540	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0|Ov:100,100,100>\r
08391	29484782	tx	[3F]
08392	29484787	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
08393	29485033	tx	[3F]
08394	29485039	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
08395	29485283	tx	[3F]
08396	29485289	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
08397	29485533	tx	[3F]
08398	29485538	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
08399	29485782	tx	[3F]
08400	29485787	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
08401	29486032	tx	[3F]
08402	29486037	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
08403	29486283	tx	[3F]
08404	29486288	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
08405	29486533	tx	[3F]
08406	29486539	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
08407	29486782	tx	[3F]
08408	29486789	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0|WCO:0.000,0.000,0.000>\r
08409	29487032	tx	[3F]
08410	29487039	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0|Ov:100,100,100>\r
08411	29487282	tx	[3F]
08412	29487290	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
08413	29487532	tx	[3F]
08414	29487538	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
08415	29487783	tx	[3F]
08416	29487788	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
08417	29488033	tx	[3F]
08418	29488038	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
08419	29488283	tx	[3F]
08420	29488289	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
08421	29488532	tx	[3F]
08422	29488538	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
08423	29488784	tx	[3F]
08424	29488790	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
08425	29489033	tx	[3F]
08426	29489039	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
08427	29489282	tx	[3F]
08428	29489291	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0|WCO:0.000,0.000,0.000>\r
08429	29489533	tx	[3F]
08430	29489540	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0|Ov:100,100,100>\r
08431	29489783	tx	[3F]
08432	29489788	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
08433	29490033	tx	[3F]
08434	29490038	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
08435	29490285	tx	[3F]
08436	29490292	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
08437	29490532	tx	[3F]
08438	29490537	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
08439	29490782	tx	[3F]
08440	29490789	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
08441	29491033	tx	[3F]
08442	29491039	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
08443	29491283	tx	[3F]
08444	29491288	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
08445	29491532	tx	[3F]
08446	29491538	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
08447	29491783	tx	[3F]
08448	29491790	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0|WCO:0.000,0.000,0.000>\r
08449	29492033	tx	[3F]
08450	29492040	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0|Ov:100,100,100>\r
08451	29492282	tx	[3F]
08452	29492288	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
08453	29492532	tx	[3F]
08454	29492538	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
08455	29492783	tx	[3F]
08456	29492788	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
08457	29493033	tx	[3F]
08458	29493038	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
08459	29493283	tx	[3F]
08460	29493288	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
08461	29493533	tx	[3F]
08462	29493538	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
08463	29493782	tx	[3F]
08464	29493788	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
08465	29494032	tx	[3F]
08466	29494037	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
08467	29494282	tx	[3F]
08468	29494290	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0|WCO:0.000,0.000,0.000>\r
08469	29494533	tx	[3F]
08470	29494540	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0|Ov:100,100,100>\r
08471	29494782	tx	[3F]
08472	29494788	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
08473	29495032	tx	[3F]
08474	29495038	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
08475	29495283	tx	[3F]
08476	29495289	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
08477	29495533	tx	[3F]
08478	29495538	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
08479	29495783	tx	[3F]
08480	29495789	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
08481	29496033	tx	[3F]
08482	29496038	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
08483	29496283	tx	[3F]
08484	29496288	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
08485	29496533	tx	[3F]
08486	29496538	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
08487	29496782	tx	[3F]
08488	29496790	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0|WCO:0.000,0.000,0.000>\r
08489	29497032	tx	[3F]
08490	29497039	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0|Ov:100,100,100>\r
08491	29497283	tx	[3F]
08492	29497288	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
08493	29497532	tx	[3F]
08494	29497537	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
08495	29497783	tx	[3F]
08496	29497789	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
08497	29498032	tx	[3F]
08498	29498037	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
08499	29498283	tx	[3F]
08500	29498288	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
08501	29498532	tx	[3F]
08502	29498537	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
08503	29498783	tx	[3F]
08504	29498789	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
08505	29499032	tx	[3F]
08506	29499037	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
08507	29499283	tx	[3F]
08508	29499290	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0|WCO:0.000,0.000,0.000>\r
08509	29499532	tx	[3F]
08510	29499539	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0|Ov:100,100,100>\r
08511	29499783	tx	[3F]
08512	29499789	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
08513	29500032	tx	[3F]
08514	29500037	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
08515	29500282	tx	[3F]
08516	29500288	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
08517	29500534	tx	[3F]
08518	29500539	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
08519	29500782	tx	[3F]
08520	29500788	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
08521	29501032	tx	[3F]
08522	29501039	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
08523	29501282	tx	[3F]
08524	29501290	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
08525	29501532	tx	[3F]
08526	29501538	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
08527	29501782	tx	[3F]
08528	29501789	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0|WCO:0.000,0.000,0.000>\r
08529	29502034	tx	[3F]
08530	29502047	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0|Ov:100,100,100>\r
08531	29502283	tx	[3F]
08532	29502288	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
08533	29502534	tx	[3F]
08534	29502540	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
08535	29502783	tx	[3F]
08536	29502789	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
08537	29503042	tx	[3F]
08538	29503049	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
08539	29503282	tx	[3F]
08540	29503288	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
08541	29503532	tx	[3F]
08542	29503542	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
08543	29503782	tx	[3F]
08544	29503788	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
08545	29504032	tx	[3F]
08546	29504038	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
08547	29504283	tx	[3F]
08548	29504291	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0|WCO:0.000,0.000,0.000>\r
08549	29504533	tx	[3F]
08550	29504540	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0|Ov:100,100,100>\r
08551	29504782	tx	[3F]
08552	29504788	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
08553	29505032	tx	[3F]
08554	29505037	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
08555	29505283	tx	[3F]
08556	29505288	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
08557	29505533	tx	[3F]
08558	29505538	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
08559	29505782	tx	[3F]
08560	29505788	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
08561	29506033	tx	[3F]
08562	29506039	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
08563	29506282	tx	[3F]
08564	29506287	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
08565	29506533	tx	[3F]
08566	29506539	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
08567	29506783	tx	[3F]
08568	29506791	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0|WCO:0.000,0.000,0.000>\r
08569	29507033	tx	[3F]
08570	29507040	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0|Ov:100,100,100>\r
08571	29507282	tx	[3F]
08572	29507288	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
08573	29507532	tx	[3F]
08574	29507538	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
08575	29507782	tx	[3F]
08576	29507787	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
08577	29508033	tx	[3F]
08578	29508039	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
08579	29508282	tx	[3F]
08580	29508287	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
08581	29508532	tx	[3F]
08582	29508538	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
08583	29508782	tx	[3F]
08584	29508787	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
08585	29509032	tx	[3F]
08586	29509037	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
08587	29509283	tx	[3F]
08588	29509290	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0|WCO:0.000,0.000,0.000>\r
08589	29509532	tx	[3F]
08590	29509539	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0|Ov:100,100,100>\r
08591	29509783	tx	[3F]
08592	29509788	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
08593	29510033	tx	[3F]
08594	29510038	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
08595	29510282	tx	[3F]
08596	29510287	rx	<Idle|MPos:0.000,0.000,0.000|FS:0,0>\r
